RE_FOUR;FO_DESI;RE_ARTI;RE_DESI;RE_CODE;RE_QMOU;AR_UNIT;LA_DECH;RE_DMOU;XECART;NC;Alertes;Gravité;Réaction;Incident
176;HPO HUNGARY KFT;C805457-0004;SPACER;121838;75000;U;24/03/2016;29/03/2016;5;;;;;0
176;HPO HUNGARY KFT;C805457-0005;SPACER;121837;80000;U;28/04/2016;29/03/2016;-30;;;;;0
1301;Hacer Traitements de;C247H164A;BOLT-SHOULDER;121830;109677;U;01/04/2016;29/03/2016;-3;;;;;0
1301;Hacer Traitements de;C43173-820A;CORPS DE VALVE TG1C-S;121828;38100;U;06/04/2016;29/03/2016;-8;;;;;0
1914;STTS;C247H164A;BOLT-SHOULDER;121829;109677;U;29/03/2016;29/03/2016;0;;;;;0
1914;STTS;C43148-820A;EB. CORPS DE VALVE GENALPHA;121827;26900;U;29/03/2016;29/03/2016;0;;;;;0
2000;TTM;C12001210004A;WELLE B2 Ï21.2x20.5 Ï16x62/133;121826;2000;U;29/03/2016;29/03/2016;0;;;;;0
2000;TTM;CLg92A;EBAUCHE SHAFT L92 TR Ï 16.06;121825;4500;U;01/04/2016;29/03/2016;-3;;;;;0
2000;TTM;CLg92A;EBAUCHE SHAFT L92 TR Ï 16.06;121825;4500;U;01/04/2016;29/03/2016;-3;;;;;0
2000;TTM;CLg92A;EBAUCHE SHAFT L92 TR Ï 16.06;121825;4500;U;01/04/2016;29/03/2016;-3;;;;;0
2000;TTM;Y53041210006A;WELLE D15X100.5;121824;4500;U;29/03/2016;29/03/2016;0;;;;;0
2000;TTM;Y53041210006A;WELLE D15X100.5;121824;4500;U;29/03/2016;29/03/2016;0;;;;;0
2000;TTM;Y53041210006A;WELLE D15X100.5;121824;4500;U;29/03/2016;29/03/2016;0;;;;;0
2000;TTM;Y54311210000A;WELLE D11X86.5;121823;9000;U;29/03/2016;29/03/2016;0;;;;;0
123;PRECI-DECTA Groupe H;C809203-0002A;DOWEL PIN;121844;1820;U;09/02/2016;30/03/2016;50;;;;;0
123;PRECI-DECTA Groupe H;C809203-0002A;DOWEL PIN;121844;11026;U;09/02/2016;30/03/2016;50;;;;;0
123;PRECI-DECTA Groupe H;C810504-0017;SPACER;121840;4500;U;27/01/2016;30/03/2016;63;;;;;0
123;PRECI-DECTA Groupe H;C810504-0017;SPACER;121840;10000;U;25/02/2016;30/03/2016;34;;;;;0
159;SPO-MB'TEC SITE 1;C807677-0001A;CAM PIN;121839;11948;U;22/03/2016;30/03/2016;8;;;;;0
178;BODYCOTE CHASSIEU;C43418-820BA;EB GENGAMMA Ï10.35 LG+0.8;121845;60200;U;01/04/2016;30/03/2016;-2;;;;;0
1301;Hacer Traitements de;C43173-820A;CORPS DE VALVE TG1C-S;121846;38100;U;30/03/2016;30/03/2016;0;;;;;0
2000;TTM;C12001210004A;WELLE B2 Ï21.2x20.5 Ï16x62/133;121841;2000;U;01/04/2016;30/03/2016;-2;;;;;0
2000;TTM;C12001210004A;WELLE B2 Ï21.2x20.5 Ï16x62/133;121841;2000;U;01/04/2016;30/03/2016;-2;;;;;0
2000;TTM;Y53041210006A;WELLE D15X100.5;121843;4500;U;30/03/2016;30/03/2016;0;;;;;0
2000;TTM;Y54311210000A;WELLE D11X86.5;121842;9000;U;30/03/2016;30/03/2016;0;;;;;0
175;BODYCOTE CHANTELOUP;C778298-0001;PIN;121858;216000;U;31/03/2016;31/03/2016;0;;;;;0
175;BODYCOTE CHANTELOUP;C795340-0001;PAD;121859;120000;U;31/03/2016;31/03/2016;0;;;;;0
175;BODYCOTE CHANTELOUP;C807677-0001A;CAM PIN;121860;80000;U;31/03/2016;31/03/2016;0;;;;;0
1301;Hacer Traitements de;C4256P018A;JAMBE STATOR;121847;1000;U;31/03/2016;31/03/2016;0;;;;;0
1301;Hacer Traitements de;C43173-820A;CORPS DE VALVE TG1C-S;121856;38100;U;31/03/2016;31/03/2016;0;;;;;0
1301;Hacer Traitements de;C43173-820A;CORPS DE VALVE TG1C-S;121857;38100;U;01/04/2016;31/03/2016;-1;;;;;0
1301;Hacer Traitements de;C576045400A;STUD WELDING 21 MM;121855;100000;U;31/03/2016;31/03/2016;0;;;;;0
1934;SEBIR;A20550720;35B2 Ï7.20;121850;5006;KG;05/05/2016;31/03/2016;-35;;;;;0
1934;SEBIR;A21401850;C10C Ï 18.50 K;121849;7526;KG;07/03/2016;31/03/2016;24;;;;;0
2000;TTM;C12001210004A;WELLE B2 Ï21.2x20.5 Ï16x62/133;121851;2000;U;31/03/2016;31/03/2016;0;;;;;0
2000;TTM;C4256P018A;JAMBE STATOR;121848;1000;U;31/03/2016;31/03/2016;0;;;;;0
2000;TTM;Y53041210006A;WELLE D15X100.5;121852;4500;U;31/03/2016;31/03/2016;0;;;;;0
2000;TTM;Y54311210000A;WELLE D11X86.5;121853;9000;U;31/03/2016;31/03/2016;0;;;;;0
2000;TTM;Y54311210000A;WELLE D11X86.5;121853;9000;U;31/03/2016;31/03/2016;0;;;;;0
2000;TTM;Y54311210000A;WELLE D11X86.5;121853;9000;U;31/03/2016;31/03/2016;0;;;;;0
2000;TTM;Y54311210000A;WELLE D11X86.5;121854;9000;U;31/03/2016;31/03/2016;0;;;;;0
159;SPO-MB'TEC SITE 1;C807677-0001A;CAM PIN;121861;8963;U;01/04/2016;01/04/2016;0;;;;;0
159;SPO-MB'TEC SITE 1;C807677-0001A;CAM PIN;121864;10990;U;01/04/2016;01/04/2016;0;;;;;0
178;BODYCOTE CHASSIEU;C43173-820A;CORPS DE VALVE TG1C-S;121867;18100;U;01/04/2016;01/04/2016;0;;;;;0
178;BODYCOTE CHASSIEU;C43173-820A;CORPS DE VALVE TG1C-S;121868;18100;U;01/04/2016;01/04/2016;0;;;;;0
178;BODYCOTE CHASSIEU;C43418-820BA;EB GENGAMMA Ï10.35 LG+0.8;121865;60200;U;01/04/2016;01/04/2016;0;;;;;0
178;BODYCOTE CHASSIEU;C43418-820BA;EB GENGAMMA Ï10.35 LG+0.8;121866;60200;U;06/04/2016;01/04/2016;-5;;;;;0
1301;Hacer Traitements de;C4256P018A;JAMBE STATOR;121862;662;U;01/04/2016;01/04/2016;0;;;;;0
1301;Hacer Traitements de;C43173-820A;CORPS DE VALVE TG1C-S;121876;38100;U;01/04/2016;01/04/2016;0;;;;;0
1301;Hacer Traitements de;C43173-820A;CORPS DE VALVE TG1C-S;121877;38100;U;01/04/2016;01/04/2016;0;;1;75;75;1
1301;Hacer Traitements de;C576045400A;STUD WELDING 21 MM;121871;100000;U;01/04/2016;01/04/2016;0;;;;;0
1301;Hacer Traitements de;C576045400A;STUD WELDING 21 MM;121872;100000;U;01/04/2016;01/04/2016;0;;;;;0
1301;Hacer Traitements de;C576045400A;STUD WELDING 21 MM;121873;100000;U;01/04/2016;01/04/2016;0;;;;;0
1301;Hacer Traitements de;C576045400A;STUD WELDING 21 MM;121874;100000;U;01/04/2016;01/04/2016;0;;;;;0
1301;Hacer Traitements de;C576045400A;STUD WELDING 21 MM;121875;100000;U;01/04/2016;01/04/2016;0;;;;;0
2000;TTM;C12001210004A;WELLE B2 Ï21.2x20.5 Ï16x62/133;121870;2000;U;01/04/2016;01/04/2016;0;;;;;0
2000;TTM;C12001210004A;WELLE B2 Ï21.2x20.5 Ï16x62/133;121870;2000;U;01/04/2016;01/04/2016;0;;;;;0
2000;TTM;C12001210027A;SHAFT B2 GEN2.2;121869;1300;U;01/04/2016;01/04/2016;0;;;;;0
2000;TTM;C4256P018A;JAMBE STATOR;121863;662;U;01/04/2016;01/04/2016;0;;;;;0
149;V.G.INDUSTRIE;B5760127-BILLEA;BILLE Ï 5.61;121886;150000;U;04/04/2016;04/04/2016;0;;;;;0
149;V.G.INDUSTRIE;B5760127-BILLEA;BILLE Ï 5.61;121886;181600;U;04/05/2016;04/04/2016;-30;;;;;0
159;SPO-MB'TEC SITE 1;C807677-0001A;CAM PIN;121880;10120;U;01/04/2016;04/04/2016;3;;;;;0
176;HPO HUNGARY KFT;C43418-820BA;EB GENGAMMA Ï10.35 LG+0.8;121887;52400;U;05/04/2016;04/04/2016;-1;;;;;0
176;HPO HUNGARY KFT;C43418-820BA;EB GENGAMMA Ï10.35 LG+0.8;121888;60200;U;05/04/2016;04/04/2016;-1;;;;;0
176;HPO HUNGARY KFT;C43418-820BA;EB GENGAMMA Ï10.35 LG+0.8;121889;60200;U;05/04/2016;04/04/2016;-1;;;;;0
176;HPO HUNGARY KFT;C43418-820BA;EB GENGAMMA Ï10.35 LG+0.8;121890;60200;U;05/04/2016;04/04/2016;-1;;;;;0
176;HPO HUNGARY KFT;C43418-820BA;EB GENGAMMA Ï10.35 LG+0.8;121891;60200;U;05/04/2016;04/04/2016;-1;;;;;0
176;HPO HUNGARY KFT;C805457-0004;SPACER;121893;37380;U;24/03/2016;04/04/2016;11;;;;;0
176;HPO HUNGARY KFT;C805457-0005;SPACER;121892;71560;U;28/04/2016;04/04/2016;-24;;;;;0
1301;Hacer Traitements de;C43173-820A;CORPS DE VALVE TG1C-S;121882;38100;U;04/04/2016;04/04/2016;0;;;;;0
1301;Hacer Traitements de;C43173-820A;CORPS DE VALVE TG1C-S;121883;38100;U;04/04/2016;04/04/2016;0;;1;95;50;1
1914;STTS;C270A198A;SHOULDER BOLT;121879;1810;U;06/04/2016;04/04/2016;-2;;;;;0
2000;TTM;C2NRM109A;RIVET;121878;310;U;04/04/2016;04/04/2016;0;;;;;0
2000;TTM;CLg92A;EBAUCHE SHAFT L92 TR Ï 16.06;121884;4500;U;04/04/2016;04/04/2016;0;;;;;0
2000;TTM;CLg92A;EBAUCHE SHAFT L92 TR Ï 16.06;121884;4500;U;04/04/2016;04/04/2016;0;;;;;0
2000;TTM;CLg92A;EBAUCHE SHAFT L92 TR Ï 16.06;121884;4500;U;04/04/2016;04/04/2016;0;;;;;0
2000;TTM;Y54311210000A;WELLE D11X86.5;121885;9000;U;13/04/2016;04/04/2016;-9;;;;;0
2000;TTM;Y54311210000A;WELLE D11X86.5;121885;9000;U;13/04/2016;04/04/2016;-9;;;;;0
2000;TTM;Y54311210000A;WELLE D11X86.5;121885;9000;U;13/04/2016;04/04/2016;-9;;;;;0
2000;TTM;Y54311210000A;WELLE D11X86.5;121885;9000;U;13/04/2016;04/04/2016;-9;;;;;0
2003;TRAFILTECNO;A21400523CLAIR;FR10 Ï 5.23 FIL CLAIR;121881;19877;KG;05/04/2016;04/04/2016;-1;;;;;0
123;PRECI-DECTA Groupe H;C785114-0001;SPACER;121901;10000;U;23/03/2016;05/04/2016;13;;;;;0
123;PRECI-DECTA Groupe H;C785114-0001;SPACER;121901;2030;U;21/04/2016;05/04/2016;-16;;;;;0
123;PRECI-DECTA Groupe H;C805457-0005;SPACER;121908;125000;U;27/04/2016;05/04/2016;-22;;;;;0
123;PRECI-DECTA Groupe H;C805457-0006;SPACER;121903;25400;U;29/04/2016;05/04/2016;-24;;;;;0
123;PRECI-DECTA Groupe H;C806433-0012A;SPACER PIN;121905;1390;U;25/02/2016;05/04/2016;40;;;;;0
123;PRECI-DECTA Groupe H;C809204-0001A;ROLLER;121900;2000;U;25/05/2016;05/04/2016;-50;;;;;0
123;PRECI-DECTA Groupe H;C809204-0001A;ROLLER;121900;5000;U;22/06/2016;05/04/2016;-78;;;;;0
123;PRECI-DECTA Groupe H;C809204-0001A;ROLLER;121900;1290;U;27/07/2016;05/04/2016;;;;;;0
123;PRECI-DECTA Groupe H;C810504-0004;SPACER;121902;8000;U;30/03/2016;05/04/2016;6;;;;;0
123;PRECI-DECTA Groupe H;C810504-0004;SPACER;121902;22000;U;28/04/2016;05/04/2016;-23;;;;;0
123;PRECI-DECTA Groupe H;C810504-0004;SPACER;121910;10000;U;28/04/2016;05/04/2016;-23;;;;;0
123;PRECI-DECTA Groupe H;C810504-0017;SPACER;121906;5000;U;25/02/2016;05/04/2016;40;;;;;0
123;PRECI-DECTA Groupe H;C810504-0017;SPACER;121909;5000;U;25/02/2016;05/04/2016;40;;;;;0
123;PRECI-DECTA Groupe H;C843485-0001;SPACER;121907;13990;U;29/03/2016;05/04/2016;7;;;;;0
123;PRECI-DECTA Groupe H;C843485-0001;SPACER;121907;20732;U;29/04/2016;05/04/2016;-24;;;;;0
123;PRECI-DECTA Groupe H;E806433-0015A;SPACER PIN;121904;1700;U;23/03/2016;05/04/2016;13;;;;;0
123;PRECI-DECTA Groupe H;E852437-0003;SPACER;121912;200;U;05/04/2016;05/04/2016;0;;;;;0
123;PRECI-DECTA Groupe H;E852437-0004;SPACER;121911;500;U;06/04/2016;05/04/2016;-1;;;;;0
159;SPO-MB'TEC SITE 1;C807677-0001A;CAM PIN;121894;12370;U;01/04/2016;05/04/2016;4;;;;;0
168;FAGERSTA STAINLESS;A10100450;X2CRNIMO17-12-2 Ï 4.50;121899;2994;KG;06/04/2016;05/04/2016;-1;;;;;0
1301;Hacer Traitements de;C43173-820A;CORPS DE VALVE TG1C-S;121897;38100;U;05/04/2016;05/04/2016;0;;;;;0
1301;Hacer Traitements de;C43173-820A;CORPS DE VALVE TG1C-S;121898;38100;U;06/04/2016;05/04/2016;-1;;;;;0
2000;TTM;C53311210001A;WELLE D20X151;121896;2000;U;13/04/2016;05/04/2016;-8;;;;;0
2000;TTM;C53311210001A;WELLE D20X151;121896;2000;U;13/04/2016;05/04/2016;-8;;;;;0
2000;TTM;Y54311210000A;WELLE D11X86.5;121895;9000;U;13/04/2016;05/04/2016;-8;;;;;0
2000;TTM;Y54311210000A;WELLE D11X86.5;121895;9000;U;13/04/2016;05/04/2016;-8;;;;;0
158;METAL-X Traitements;C2NRM109A;RIVET;121924;310;U;13/04/2016;06/04/2016;-7;;;;;0
159;SPO-MB'TEC SITE 1;C807677-0001A;CAM PIN;121920;10426;U;22/04/2016;06/04/2016;-16;;;;;0
159;SPO-MB'TEC SITE 1;C807677-0001A;CAM PIN;121921;3830;U;01/04/2016;06/04/2016;5;;;;;0
178;BODYCOTE CHASSIEU;C43418-820BA;EB GENGAMMA Ï10.35 LG+0.8;121918;60200;U;06/04/2016;06/04/2016;0;;;;;0
178;BODYCOTE CHASSIEU;C43418-820BA;EB GENGAMMA Ï10.35 LG+0.8;121919;60200;U;08/04/2016;06/04/2016;-2;;;;;0
1301;Hacer Traitements de;C43173-820A;CORPS DE VALVE TG1C-S;121916;38100;U;06/04/2016;06/04/2016;0;;;;;0
1301;Hacer Traitements de;C43173-820A;CORPS DE VALVE TG1C-S;121917;38100;U;06/04/2016;06/04/2016;0;;;;;0
1301;Hacer Traitements de;C576045400A;STUD WELDING 21 MM;121914;100000;U;06/04/2016;06/04/2016;0;;;;;0
1301;Hacer Traitements de;C576045400A;STUD WELDING 21 MM;121915;100000;U;06/04/2016;06/04/2016;0;;;;;0
2000;TTM;C53311210001A;WELLE D20X151;121922;2000;U;13/04/2016;06/04/2016;-7;;;;;0
2000;TTM;C53311210001A;WELLE D20X151;121922;2000;U;13/04/2016;06/04/2016;-7;;;;;0
2000;TTM;Y53041210006A;WELLE D15X100.5;121923;4500;U;06/04/2016;06/04/2016;0;;;;;0
2000;TTM;Y53041210006A;WELLE D15X100.5;121923;4500;U;06/04/2016;06/04/2016;0;;;;;0
123;PRECI-DECTA Groupe H;C432032-0039;DOWEL PIN;121926;4700;U;25/02/2016;07/04/2016;42;;;;;0
123;PRECI-DECTA Groupe H;C805457-0006;SPACER;121927;10000;U;29/04/2016;07/04/2016;-22;;;;;0
123;PRECI-DECTA Groupe H;C806433-0012A;SPACER PIN;121928;1940;U;25/02/2016;07/04/2016;42;;;;;0
123;PRECI-DECTA Groupe H;C806433-0012A;SPACER PIN;121928;4820;U;25/04/2016;07/04/2016;-18;;;;;0
123;PRECI-DECTA Groupe H;C810504-0017;SPACER;121925;12980;U;25/02/2016;07/04/2016;42;;;;;0
158;METAL-X Traitements;C0204214612A;AXE DE LEVIER;121937;1179;U;08/04/2016;07/04/2016;-1;;;;;0
159;SPO-MB'TEC SITE 1;C807677-0001A;CAM PIN;121929;12598;U;22/04/2016;07/04/2016;-15;;;;;0
1301;Hacer Traitements de;C43173-820A;CORPS DE VALVE TG1C-S;121930;38100;U;07/04/2016;07/04/2016;0;;;;;0
1301;Hacer Traitements de;C43173-820A;CORPS DE VALVE TG1C-S;121931;38100;U;08/04/2016;07/04/2016;-1;;;;;0
1301;Hacer Traitements de;C554595100A;WELDING STUD 18 MM;121934;247667;U;07/04/2016;07/04/2016;0;;;;;0
1301;Hacer Traitements de;C576045400A;STUD WELDING 21 MM;121932;97257;U;07/04/2016;07/04/2016;0;;;;;0
1301;Hacer Traitements de;C576045400A;STUD WELDING 21 MM;121933;100000;U;07/04/2016;07/04/2016;0;;;;;0
2000;TTM;C762142-1/-2A;EBAUCHE SHAFT;121936;4500;U;15/04/2016;07/04/2016;-8;;;;;0
2000;TTM;C762142-1/-2A;EBAUCHE SHAFT;121936;4500;U;15/04/2016;07/04/2016;-8;;;;;0
2000;TTM;Y54311210000A;WELLE D11X86.5;121935;9000;U;13/04/2016;07/04/2016;-6;;;;;0
2000;TTM;Y54311210000A;WELLE D11X86.5;121935;9000;U;13/04/2016;07/04/2016;-6;;;;;0
158;METAL-X Traitements;C0204214612A;AXE DE LEVIER;121953;394;U;08/04/2016;08/04/2016;0;;;;;0
158;METAL-X Traitements;C270A198A;SHOULDER BOLT;121952;1810;U;13/04/2016;08/04/2016;-5;;;;;0
158;METAL-X Traitements;C4256P018A;JAMBE STATOR;121954;662;U;08/04/2016;08/04/2016;0;;;;;0
159;SPO-MB'TEC SITE 1;C807677-0001A;CAM PIN;121938;13994;U;22/04/2016;08/04/2016;-14;;;;;0
175;BODYCOTE CHANTELOUP;C799345-0001A;STOP PIN;121939;180000;U;08/04/2016;08/04/2016;0;;;;;0
175;BODYCOTE CHANTELOUP;C807677-0001A;CAM PIN;121940;65000;U;08/04/2016;08/04/2016;0;;1;75;75;1
175;BODYCOTE CHANTELOUP;C837157-0001;STEPPED PAD (2 parties);121941;60000;U;08/04/2016;08/04/2016;0;;;;;0
178;BODYCOTE CHASSIEU;C43418-820BA;EB GENGAMMA Ï10.35 LG+0.8;121950;60200;U;08/04/2016;08/04/2016;0;;;;;0
178;BODYCOTE CHASSIEU;C43428-820BA;EBAUCHE GENGAMMA Ï10.35;121951;58300;U;08/04/2016;08/04/2016;0;;1;95;100;1
1301;Hacer Traitements de;C43173-820A;CORPS DE VALVE TG1C-S;121948;38100;U;08/04/2016;08/04/2016;0;;;;;0
1301;Hacer Traitements de;C43173-820A;CORPS DE VALVE TG1C-S;121949;38100;U;08/04/2016;08/04/2016;0;;;;;0
1301;Hacer Traitements de;C554595100A;WELDING STUD 18 MM;121946;247667;U;08/04/2016;08/04/2016;0;;;;;0
1301;Hacer Traitements de;C554595100A;WELDING STUD 18 MM;121947;247000;U;08/04/2016;08/04/2016;0;;;;;0
2000;TTM;C0036A;EBAUCHE SHAFT LG85.22 X Ï8.65;121942;3500;U;08/04/2016;08/04/2016;0;;;;;0
2000;TTM;CLg92A;EBAUCHE SHAFT L92 TR Ï 16.06;121944;4500;U;08/04/2016;08/04/2016;0;;;;;0
2000;TTM;CLg98A;EBAUCHE SHAFT L98 TR Ï16.06;121943;2000;U;08/04/2016;08/04/2016;0;;;;;0
2000;TTM;Y54311210000A;WELLE D11X86.5;121945;9000;U;08/04/2016;08/04/2016;0;;;;;0
2000;TTM;Y54311210000A;WELLE D11X86.5;121945;9000;U;08/04/2016;08/04/2016;0;;;;;0
2000;TTM;Y54311210000A;WELLE D11X86.5;121945;9000;U;08/04/2016;08/04/2016;0;;;;;0
159;SPO-MB'TEC SITE 1;C807677-0001A;CAM PIN;121959;8791;U;22/04/2016;11/04/2016;-11;;;;;0
176;HPO HUNGARY KFT;C43418-820BA;EB GENGAMMA Ï10.35 LG+0.8;121962;60200;U;12/04/2016;11/04/2016;-1;;;;;0
176;HPO HUNGARY KFT;C43418-820BA;EB GENGAMMA Ï10.35 LG+0.8;121963;30100;U;12/04/2016;11/04/2016;-1;;;;;0
176;HPO HUNGARY KFT;C43418-820BA;EB GENGAMMA Ï10.35 LG+0.8;121964;60200;U;12/04/2016;11/04/2016;-1;;;;;0
176;HPO HUNGARY KFT;C43418-820BA;EB GENGAMMA Ï10.35 LG+0.8;121965;60200;U;12/04/2016;11/04/2016;-1;;;;;0
176;HPO HUNGARY KFT;C43418-820BA;EB GENGAMMA Ï10.35 LG+0.8;121966;60200;U;12/04/2016;11/04/2016;-1;;;;;0
176;HPO HUNGARY KFT;C805457-0004;SPACER;121968;3820;U;24/03/2016;11/04/2016;18;;;;;0
176;HPO HUNGARY KFT;C805457-0004;SPACER;121968;33445;U;24/04/2016;11/04/2016;-13;;;;;0
176;HPO HUNGARY KFT;C805457-0005;SPACER;121967;65100;U;30/05/2016;11/04/2016;-49;1;;75;95;1
178;BODYCOTE CHASSIEU;C43418-820BA;EB GENGAMMA Ï10.35 LG+0.8;121958;60200;U;11/04/2016;11/04/2016;0;;;;;0
1301;Hacer Traitements de;C43173-820A;CORPS DE VALVE TG1C-S;121960;38100;U;11/04/2016;11/04/2016;0;;;;;0
1301;Hacer Traitements de;C43173-820A;CORPS DE VALVE TG1C-S;121961;29200;U;11/04/2016;11/04/2016;0;;;;;0
2000;TTM;C53311210001A;WELLE D20X151;121955;2000;U;13/04/2016;11/04/2016;-2;;;;;0
2000;TTM;Y53041210006A;WELLE D15X100.5;121957;5000;U;15/04/2016;11/04/2016;-4;;;;;0
2000;TTM;Y53041210006A;WELLE D15X100.5;121957;5000;U;15/04/2016;11/04/2016;-4;;;;;0
2000;TTM;Y53041210006A;WELLE D15X100.5;121957;5000;U;15/04/2016;11/04/2016;-4;;;;;0
2000;TTM;Y53041210006A;WELLE D15X100.5;121957;5000;U;15/04/2016;11/04/2016;-4;;;;;0
2000;TTM;Y54311210000A;WELLE D11X86.5;121956;9000;U;13/04/2016;11/04/2016;-2;;;;;0
2000;TTM;Y54311210000A;WELLE D11X86.5;121956;4500;U;13/04/2016;11/04/2016;-2;;;;;0
123;PRECI-DECTA Groupe H;C805457-0005;SPACER;121971;75000;U;27/04/2016;12/04/2016;-15;;;;;0
123;PRECI-DECTA Groupe H;C810504-0004;SPACER;121969;20000;U;28/04/2016;12/04/2016;-16;;;;;0
123;PRECI-DECTA Groupe H;C810504-0017;SPACER;121970;20000;U;25/02/2016;12/04/2016;47;;;;;0
138;CONSTELLIUM;A00201065;6082 Ï 10.65;121979;465;KG;07/04/2016;12/04/2016;5;;;;;0
138;CONSTELLIUM;A00201065;6082 Ï 10.65;121980;3876;KG;07/04/2016;12/04/2016;5;;;;;0
138;CONSTELLIUM;A00201065;6082 Ï 10.65;121981;525;KG;07/04/2016;12/04/2016;5;;;;;0
138;CONSTELLIUM;A00201065;6082 Ï 10.65;122084;2010;KG;07/04/2016;12/04/2016;5;;;;;0
138;CONSTELLIUM;A00201065;6082 Ï 10.65;122085;1995;KG;07/04/2016;12/04/2016;5;;;;;0
138;CONSTELLIUM;A00201065;6082 Ï 10.65;122086;1042;KG;07/04/2016;12/04/2016;5;;;;;0
159;SPO-MB'TEC SITE 1;C807677-0001A;CAM PIN;121972;23192;U;22/04/2016;12/04/2016;-10;;;;;0
1301;Hacer Traitements de;C43173-820A;CORPS DE VALVE TG1C-S;121975;38100;U;15/04/2016;12/04/2016;-3;;;;;0
2000;TTM;C762142-1/-2A;EBAUCHE SHAFT;121974;4500;U;15/04/2016;12/04/2016;-3;;;;;0
2000;TTM;Y53041210006A;WELLE D15X100.5;121973;5000;U;15/04/2016;12/04/2016;-3;;;;;0
2000;TTM;Y53041210006A;WELLE D15X100.5;121973;5000;U;15/04/2016;12/04/2016;-3;;;;;0
230;SASA TREFIL'ALU;A00201066;6082 Ï 10.66;121976;6034;KG;07/04/2016;12/04/2016;5;;;;;0
230;SASA TREFIL'ALU;A00201066;6082 Ï 10.66;121977;1948;KG;07/04/2016;12/04/2016;5;;;;;0
230;SASA TREFIL'ALU;A00201066;6082 Ï 10.66;121978;2491;KG;07/04/2016;12/04/2016;5;;;;;0
159;SPO-MB'TEC SITE 1;C807677-0001A;CAM PIN;121990;8352;U;22/04/2016;13/04/2016;-9;1;;50;50;1
159;SPO-MB'TEC SITE 1;C807677-0001A;CAM PIN;121991;13296;U;22/04/2016;13/04/2016;-9;;;;;0
178;BODYCOTE CHASSIEU;C43173-820A;CORPS DE VALVE TG1C-S;121988;27700;U;13/04/2016;13/04/2016;0;;;;;0
178;BODYCOTE CHASSIEU;C43418-820BA;EB GENGAMMA Ï10.35 LG+0.8;121987;60200;U;13/04/2016;13/04/2016;0;;;;;0
178;BODYCOTE CHASSIEU;C43418-820BA;EB GENGAMMA Ï10.35 LG+0.8;121989;60200;U;15/04/2016;13/04/2016;-2;;;;;0
1301;Hacer Traitements de;C43173-820A;CORPS DE VALVE TG1C-S;121986;38100;U;15/04/2016;13/04/2016;-2;;;;;0
1301;Hacer Traitements de;C554595100A;WELDING STUD 18 MM;121984;247000;U;13/04/2016;13/04/2016;0;;;;;0
1301;Hacer Traitements de;C554595100A;WELDING STUD 18 MM;121985;247000;U;13/04/2016;13/04/2016;0;;;;;0
2000;TTM;CLg92A;EBAUCHE SHAFT L92 TR Ï 16.06;121982;4500;U;13/04/2016;13/04/2016;0;;;;;0
2000;TTM;Y54311210000A;WELLE D11X86.5;121983;9000;U;13/04/2016;13/04/2016;0;;;;;0
2000;TTM;Y54311210000A;WELLE D11X86.5;121983;9000;U;13/04/2016;13/04/2016;0;;;;;0
2000;TTM;Y54311210000A;WELLE D11X86.5;121983;9000;U;13/04/2016;13/04/2016;0;;;;;0
175;BODYCOTE CHANTELOUP;C795340-0001;PAD;122001;120000;U;14/04/2016;14/04/2016;0;;;;;0
175;BODYCOTE CHANTELOUP;C801986-0001A;PAD;122002;160000;U;14/04/2016;14/04/2016;0;;;;;0
175;BODYCOTE CHANTELOUP;C807677-0001A;CAM PIN;122003;85000;U;14/04/2016;14/04/2016;0;;1;75;75;1
1301;Hacer Traitements de;C4256P018A;JAMBE STATOR;121993;1000;U;14/04/2016;14/04/2016;0;;;;;0
1301;Hacer Traitements de;C43173-820A;CORPS DE VALVE TG1C-S;122000;38100;U;20/04/2016;14/04/2016;-6;;;;;0
1301;Hacer Traitements de;C554595100A;WELDING STUD 18 MM;121999;248333;U;14/04/2016;14/04/2016;0;;;;;0
1914;STTS;C16970A;AXE SERTI AVEC ADPP;121992;98684;U;18/04/2016;14/04/2016;-4;;;;;0
2000;TTM;B5760127-BILLEA;BILLE Ï 5.61;121995;332000;U;15/04/2016;14/04/2016;-1;;;;;0
2000;TTM;C12001210004A;WELLE B2 Ï21.2x20.5 Ï16x62/133;121998;2000;U;15/04/2016;14/04/2016;-1;;;;;0
2000;TTM;C4256P018A;JAMBE STATOR;121994;1000;U;14/04/2016;14/04/2016;0;;;;;0
2000;TTM;Y54311210000A;WELLE D11X86.5;121996;9000;U;14/04/2016;14/04/2016;0;;;;;0
2000;TTM;Y54311210000A;WELLE D11X86.5;121997;9000;U;14/04/2016;14/04/2016;0;;;;;0
2000;TTM;Y54311210000A;WELLE D11X86.5;121997;9000;U;14/04/2016;14/04/2016;0;;;;;0
158;METAL-X Traitements;C0204214612A;AXE DE LEVIER;122016;1942;U;22/04/2016;15/04/2016;-7;;;;;0
158;METAL-X Traitements;C4256P018A;JAMBE STATOR;122015;1000;U;15/04/2016;15/04/2016;0;;;;;0
178;BODYCOTE CHASSIEU;C43418-820BA;EB GENGAMMA Ï10.35 LG+0.8;122013;60200;U;15/04/2016;15/04/2016;0;;;;;0
178;BODYCOTE CHASSIEU;C43418-820BA;EB GENGAMMA Ï10.35 LG+0.8;122014;25800;U;15/04/2016;15/04/2016;0;;;;;0
